93;42;890;1;3 496 099;36 000;0.64;0.01007856;1.0078563;
93;42;561;1;3 491 750;2 100 359;0.7069;0.01007856;1.0078563;
93;42;976;1;3 491 401;104 536 747;0.1974;0.01007856;1.0078563;
93;42;797;1;3 491 388;56 554 349;0.1033;0.01007856;1.0078563;
93;42;888;1;3 488 874;507 717 757;0.1745;0.01007856;1.0078563;
93;42;666;1;3 488 572;12 428 380;0.9569;0.01007856;1.0078563;
93;42;743;1;3 485 000;12 737 527;0.854;0.01007856;1.0078563;
93;42;799;1;3 484 323;5 247 575;0.1302;0.01007856;1.0078563;
93;42;900;1;3 483 624;3 473 660;0.195;0.01007856;1.0078563;
93;42;565;1;3 482 123;46 992;0.1629;0.01007856;1.0078563;
93;42;955;1;3 482 123;13 470 545;0.2309;0.01007856;1.0078563;
93;42;749;1;3 481 920;35 800 302;0.4328;0.01007856;1.0078563;
93;42;1044;1;3 478 797;12 846 186;0.49;0.01007856;1.0078563;
93;42;894;1;3 478 224;8 941 125;0.4164;0.01007856;1.0078563;
93;42;1025;1;3 477 862;55 221 227;0.215;0.01007856;1.0078563;
93;42;681;1;3 476 651;8 529 170;0.5929;0.01007856;1.0078563;
93;42;968;1;3 475 524;29 892 451;0.371;0.01007856;1.0078563;
93;42;1027;1;3 474 666;5 000 000;0.663;0.01007856;1.0078563;
93;42;956;1;3 472 757;6 000 000;0.3856;0.01007856;1.0078563;
93;42;1029;1;3 471 804;18 196 489;0.672;0.01007856;1.0078563;
93;42;881;1;3 471 383;5 831 475;0.4180;0.01007856;1.0078563;
93;42;792;1;3 470 848;83 717;0.1261;0.01007856;1.0078563;
93;42;1016;1;3 469 213;11 977 164;0.155;0.01007856;1.0078563;
93;42;801;1;3 468 683;1 200 211;0.289;0.01007856;1.0078563;
93;42;975;1;3 468 228;5 477 593;0.630;0.01007856;1.0078563;
93;42;1034;1;3 468 196;112 594 947;0.465;0.01007856;1.0078563;
93;42;268;1;3 468 098;5 795 848;0.1380;0.01007856;1.0078563;
93;42;385;1;3 467 500;3 549 677 534;0.3307;0.01007856;1.0078563;
93;42;895;1;3 467 399;110 000;0.491;0.01007856;1.0078563;
93;42;780;1;3 467 203;87 019 000;0.371;0.01007856;1.0078563;
93;42;977;1;3 463 400;50 824;0.247;0.01007856;1.0078563;
93;42;761;1;3 462 942;735 605;0.4361;0.01007856;1.0078563;
93;42;584;1;3 462 942;424 226;0.6831;0.01007856;1.0078563;
93;42;577;1;3 462 091;122 984 194;0.329;0.01007856;1.0078563;
93;42;341;1;3 461 184;765 136;0.457;0.01007856;1.0078563;
93;42;650;1;3 460 231;176 479 986;0.308;0.01007856;1.0078563;
93;42;447;1;3 460 150;3 672 175;0.856;0.01007856;1.0078563;
93;42;399;1;3 459 851;2 124 543;0.1328;0.01007856;1.0078563;
93;42;954;1;3 459 804;47 749 264;0.2975;0.01007856;1.0078563;
93;42;944;1;3 458 700;29 505 572;0.2784;0.01007856;1.0078563;
93;42;659;1;3 456 120;8 450 608;0.2901;0.01007856;1.0078563;
93;42;664;1;3 455 166;470 660;0.1296;0.01007856;1.0078563;
93;42;928;1;3 454 798;2 545 743;0.154;0.01007856;1.0078563;
93;42;170;1;3 454 798;9 973 565;0.685;0.01007856;1.0078563;
93;42;657;1;3 454 798;5 130 821;0.1355;0.01007856;1.0078563;
93;42;445;1;3 454 798;7 568 334;0.160;0.01007856;1.0078563;
93;42;958;1;3 454 389;5 575 807;0.334;0.01007856;1.0078563;
93;42;670;1;3 453 763;5 867 322;0.532;0.01007856;1.0078563;
93;42;581;1;3 452 585;447 514;0.183;0.01007856;1.0078563;
93;42;981;1;3 451 014;36 098 422;0.1104;0.01007856;1.0078563;
93;42;1028;1;3 450 971;333 178;0.1428;0.01007856;1.0078563;
93;42;953;1;3 450 971;75 994;0.153;0.01007856;1.0078563;
93;42;961;1;3 450 928;9 320 345;0.344;0.01007856;1.0078563;
93;42;718;1;3 450 863;18 685 386;0.1924;0.01007856;1.0078563;
93;42;695;1;3 450 826;11 900 918;0.470;0.01007856;1.0078563;
93;42;738;1;3 450 483;734 116;0.807;0.01007856;1.0078563;
93;42;885;1;3 450 283;35 800 302;0.2376;0.01007856;1.0078563;
93;42;969;1;3 449 543;5 709 541;0.223;0.01007856;1.0078563;
93;42;636;1;3 449 229;50 000 000;0.1793;0.01007856;1.0078563;
93;42;539;1;3 448 489;6 879 730;0.5273;0.01007856;1.0078563;
93;42;866;1;3 443 961;13 161 104;0.1438;0.01007856;1.0078563;
93;42;902;1;3 442 469;30 000 000;0.345;0.01007856;1.0078563;
93;42;1030;1;3 442 126;81 881;0.196;0.01007856;1.0078563;
93;42;626;1;3 440 160;1 006 509;0.4929;0.01007856;1.0078563;
93;42;1050;1;3 437 942;3 342 888;0.156;0.01007856;1.0078563;
93;42;808;1;3 435 896;27 512 457;0.2099;0.01007856;1.0078563;
93;42;611;1;3 435 545;21 311 949;0.412;0.01007856;1.0078563;
93;42;624;1;3 434 843;1 803 384;0.2210;0.01007856;1.0078563;
93;42;905;1;3 434 842;1 379 139;0.1474;0.01007856;1.0078563;
93;42;967;1;3 434 842;7 904 617;0.395;0.01007856;1.0078563;
93;42;852;1;3 432 919;21 510 830;0.1753;0.01007856;1.0078563;
93;42;964;1;3 432 896;2 639 930;0.283;0.01007856;1.0078563;
93;42;925;1;3 430 922;391 033;0.1433;0.01007856;1.0078563;
93;42;714;1;3 430 516;122 398;0.4076;0.01007856;1.0078563;
93;42;877;1;3 428 890;2 200 934;0.3182;0.01007856;1.0078563;
93;42;1035;1;3 428 454;6 567 254;0.371;0.01007856;1.0078563;
